winningTeam,blueTeamWardsPlaced,blueTeamKills,blueTeamTotalJungleMinionsKilled,blueTeamTotalMinionsKilled,blueTeamAvgLevel,blueTeamCsPerMinute,blueTeamGoldPerMinute,redTeamWardsDestroyed,redTeamKills,redTeamTotalJungleMinionsKilled,redTeamTotalMinionsKilled,redTeamAvgLevel,redTeamCsPerMinute,redTeamGoldPerMinute
0,26,13,63.0,270.4,8.88,22.23,1411.82,1,7,71.7,255.4,8.52,21.81,1260.24
1,182,21,84.8,273.3,9.16,23.87,1734.63,3,6,79.7,223.8,8.36,20.23,1223.33
0,28,24,66.0,210.5,8.06,18.43,1632.55,3,15,60.5,218.4,8.16,18.59,1426.52
1,49,22,63.7,299.0,8.88,24.18,1540.38,5,10,48.2,235.3,8.18,18.9,1274.86
1,31,13,83.0,267.0,8.88,23.33,1437.87,5,8,67.1,269.7,8.5,22.45,1369.53
0,40,12,57.2,286.4,8.8,22.91,1445.79,7,10,85.8,283.8,8.72,24.64,1394.27
0,20,13,82.1,261.1,8.72,22.88,1465.79,7,19,64.8,264.3,8.64,21.94,1490.63
0,32,11,75.9,197.2,8.12,18.21,1361.95,6,13,64.0,255.8,8.36,21.32,1326.45
1,26,8,55.6,266.2,8.66,21.45,1298.31,11,7,66.4,262.0,8.5,21.89,1302.35
1,28,15,65.0,274.7,8.84,22.65,1458.93,2,10,87.8,226.1,8.36,20.93,1330.76
1,20,19,86.2,208.2,8.94,19.63,1419.09,4,9,57.5,247.5,8.3,20.33,1312.12
1,25,11,73.4,295.9,8.98,24.62,1480.05,2,7,67.7,264.8,8.48,22.17,1309.89
0,21,5,66.8,248.6,8.48,21.03,1196.51,1,13,86.7,277.2,9.02,24.26,1464.99
0,66,9,55.6,253.1,8.42,20.58,1264.43,8,19,78.3,264.9,8.88,22.88,1603.03
1,51,11,72.3,283.8,8.72,23.74,1362.27,8,10,62.3,261.1,8.6,21.56,1368.33
1,26,16,70.4,305.3,9.04,25.05,1507.27,2,11,70.9,233.1,8.62,20.27,1297.44
1,29,13,69.9,266.4,8.7,22.42,1433.81,7,7,73.8,237.2,8.46,20.73,1255.0
0,28,12,75.6,253.1,8.92,21.91,1473.51,6,9,68.4,279.2,8.74,23.17,1342.85
1,28,9,85.8,286.9,8.72,24.85,1469.25,4,11,59.0,236.0,8.0,19.67,1410.05
1,147,18,81.6,270.4,8.88,23.47,1541.29,5,12,67.2,246.7,8.6,20.93,1404.33
0,134,15,64.8,279.5,8.72,22.95,1467.05,2,17,67.6,230.7,8.54,19.89,1445.94
0,37,13,51.0,253.6,8.48,20.31,1450.41,4,11,72.8,259.4,8.5,22.15,1299.66
0,28,19,65.5,251.9,8.86,21.16,1507.09,7,10,74.1,276.6,8.62,23.38,1417.03
1,34,12,71.5,265.8,8.5,22.49,1406.37,8,16,68.8,243.6,8.78,20.83,1408.99
1,24,16,71.2,263.9,8.88,22.34,1540.68,6,18,55.8,243.6,8.58,19.96,1476.59
0,20,10,70.0,241.5,8.44,20.77,1359.33,1,21,68.6,264.3,8.9,22.19,1519.45
1,28,13,68.7,277.7,8.7,23.09,1426.35,6,19,58.0,233.4,8.64,19.43,1484.5
0,24,10,58.8,243.9,8.38,20.18,1345.72,5,21,73.9,273.0,9.04,23.13,1522.16
1,38,19,74.8,217.7,8.64,19.5,1523.51,5,10,59.5,234.0,8.06,19.57,1340.83
0,30,15,67.7,271.8,8.72,22.63,1414.29,8,14,73.8,259.2,8.72,22.2,1449.57
0,23,10,63.6,285.0,8.78,23.24,1359.21,5,12,80.6,250.1,8.68,22.05,1352.01
0,128,5,56.3,232.9,8.34,19.28,1246.57,3,14,74.6,257.8,8.76,22.16,1416.69
0,42,14,68.8,236.8,8.52,20.37,1413.77,6,11,56.2,254.3,8.38,20.7,1412.96
0,24,9,66.2,207.5,8.56,18.25,1277.44,3,21,71.4,243.4,8.88,20.99,1622.02
0,29,15,59.8,244.3,8.14,20.27,1544.67,5,21,56.6,204.0,8.38,17.37,1549.22
1,24,16,70.8,254.8,8.7,21.71,1544.9,3,8,69.2,233.1,8.3,20.15,1299.21
0,50,8,61.6,263.6,8.58,21.68,1360.99,11,15,77.6,241.7,8.96,21.29,1523.87
0,29,11,72.1,239.5,8.28,20.77,1390.28,9,17,60.3,233.9,8.34,19.61,1435.69
0,37,10,58.0,253.3,8.36,20.75,1354.55,8,12,74.8,254.4,8.5,21.95,1350.83
0,23,5,56.2,246.9,8.12,20.21,1219.09,3,17,61.6,275.6,8.62,22.48,1590.02
0,26,11,79.9,237.8,8.3,21.18,1434.62,2,21,58.4,236.3,8.32,19.65,1589.26
1,32,8,72.2,286.2,8.56,23.89,1434.07,6,10,66.4,273.6,8.42,22.67,1415.05
0,21,11,47.7,203.5,8.12,16.75,1274.05,2,10,52.8,244.9,8.22,19.85,1323.68
0,263,8,71.5,261.0,8.14,22.17,1352.93,14,16,85.1,279.1,8.84,24.28,1541.75
0,21,17,61.8,257.4,8.6,21.28,1557.54,4,14,65.2,222.4,8.24,19.17,1439.51
1,23,29,59.2,239.0,8.34,19.88,1709.57,8,15,42.4,236.8,8.12,18.61,1449.09
0,24,12,67.4,201.4,8.26,17.92,1389.79,7,19,60.4,238.7,8.54,19.94,1552.29
1,26,15,67.0,259.9,8.56,21.79,1432.19,2,13,81.7,258.3,8.84,22.67,1431.82
1,26,19,69.7,268.3,8.88,22.53,1614.39,1,10,60.4,230.6,8.28,19.4,1318.44
1,26,16,67.8,262.6,8.72,22.03,1458.25,4,17,85.5,269.7,8.74,23.68,1560.44
0,44,12,60.4,255.4,8.38,21.05,1359.05,12,16,53.0,212.4,8.42,17.69,1361.66
0,27,19,69.5,221.1,8.74,19.37,1621.15,8,18,69.9,253.9,8.5,21.59,1582.07
1,24,27,62.9,263.5,8.74,21.76,1888.92,4,17,74.8,281.4,8.34,23.75,1562.64
1,30,13,66.0,247.5,8.3,20.9,1357.07,8,11,68.4,265.3,8.5,22.25,1405.61
1,27,17,76.5,253.6,8.72,22.01,1596.47,6,7,59.6,269.6,8.44,21.95,1378.33
1,21,17,70.8,246.0,8.9,21.12,1556.07,2,13,67.4,245.4,8.4,20.85,1386.61
1,29,19,67.2,220.5,8.08,19.18,1532.91,7,14,42.3,223.6,8.06,17.73,1403.87
0,25,16,63.9,200.9,8.38,17.65,1472.61,5,17,59.4,260.0,8.46,21.29,1536.67
1,314,12,66.8,233.0,8.34,19.99,1307.34,5,18,65.6,253.8,8.58,21.29,1446.38
0,26,9,65.6,243.1,8.22,20.58,1349.33,10,10,76.2,281.1,8.82,23.82,1465.68
1,31,9,64.6,249.8,8.44,20.96,1415.91,11,13,55.6,261.2,8.48,21.12,1358.85
0,77,15,78.9,244.0,8.5,21.53,1533.09,4,10,52.7,241.7,7.94,19.63,1345.13
0,28,7,62.9,214.7,7.92,18.51,1192.69,8,13,79.2,290.2,8.62,24.63,1455.39
1,15,10,62.2,234.0,8.5,19.75,1317.0,2,11,87.2,252.3,8.6,22.63,1410.31
1,31,19,62.4,271.0,8.46,22.23,1498.22,8,12,56.6,245.1,8.08,20.11,1292.89
1,25,11,82.8,262.3,8.74,23.01,1291.63,4,2,73.5,214.1,8.22,19.17,1114.47
1,34,20,70.2,276.0,8.82,23.08,1664.76,9,7,66.4,252.0,8.34,21.23,1336.19
1,19,12,77.2,287.7,8.78,24.33,1397.72,4,8,70.3,254.9,8.58,21.68,1271.61
0,226,14,62.6,253.4,8.34,21.07,1587.56,9,16,56.6,220.6,8.32,18.48,1393.07
1,30,13,69.2,249.7,8.7,21.26,1424.5,8,5,65.3,245.2,8.74,20.7,1215.39
0,30,11,61.9,271.6,8.54,22.23,1376.55,5,8,81.8,255.9,8.52,22.51,1296.38
0,30,4,65.1,266.2,8.5,22.09,1286.84,7,16,96.5,273.0,8.84,24.63,1516.76
1,30,11,75.3,273.9,8.8,23.28,1450.48,10,3,83.4,283.5,8.62,24.46,1315.09
1,31,15,59.4,257.8,8.46,21.15,1487.45,6,12,64.2,245.1,8.34,20.62,1436.15
1,27,16,59.8,259.0,8.56,21.25,1526.56,9,15,71.6,265.2,8.56,22.45,1493.13
1,39,10,66.0,226.7,8.46,19.51,1300.61,4,14,76.4,250.8,8.66,21.81,1446.26
1,199,14,54.4,234.3,7.96,19.25,1457.19,6,14,72.1,239.4,8.38,20.77,1454.76
0,29,12,73.9,261.7,8.58,22.37,1481.29,2,17,62.6,206.2,8.24,17.92,1460.71
0,29,10,72.6,217.5,8.02,19.34,1352.1,9,19,79.8,214.4,8.18,19.61,1466.59
1,29,20,74.6,217.3,8.48,19.46,1498.52,6,11,64.4,191.7,8.16,17.07,1332.31
0,30,15,62.0,241.5,8.4,20.23,1442.96,4,20,65.6,225.1,8.64,19.38,1448.0
0,24,13,53.4,224.1,7.84,18.5,1389.59,8,10,65.9,244.9,8.34,20.72,1322.33
1,36,13,75.2,277.1,8.76,23.49,1387.03,4,11,82.1,260.2,8.48,22.82,1348.99
1,61,16,57.4,206.6,7.96,17.6,1415.05,3,20,54.9,252.4,8.24,20.49,1600.42
1,34,21,73.8,264.8,8.62,22.57,1556.02,8,10,64.2,217.5,8.02,18.78,1304.64
1,23,12,87.1,254.3,8.64,22.76,1508.01,5,9,68.1,219.5,8.08,19.17,1361.21
1,28,9,54.1,278.0,8.38,22.14,1388.99,3,14,74.2,234.9,8.4,20.61,1463.67
0,27,5,75.6,270.2,8.36,23.05,1253.45,4,10,65.0,284.3,8.56,23.29,1413.93
1,29,7,72.8,255.8,8.42,21.91,1385.64,8,5,73.4,247.9,8.4,21.42,1262.83
1,24,10,69.9,262.7,8.56,22.17,1382.42,1,9,70.8,243.5,8.34,20.95,1338.19
0,20,6,57.2,250.7,8.2,20.53,1302.34,7,18,74.5,279.4,8.7,23.59,1502.23
0,23,9,73.3,232.9,8.5,20.41,1307.46,7,14,67.2,244.3,8.54,20.77,1515.35
0,30,15,58.7,236.8,8.26,19.7,1508.75,7,22,68.4,249.4,8.6,21.19,1587.48
1,31,13,75.4,286.1,8.88,24.1,1484.35,3,4,71.6,255.8,8.38,21.83,1256.09
1,56,11,62.0,243.1,8.34,20.34,1315.91,5,12,64.4,271.9,8.72,22.42,1404.65
1,21,16,65.3,252.4,8.82,21.18,1524.95,6,12,54.2,249.8,8.32,20.27,1375.74
0,28,19,83.9,248.7,8.94,22.17,1664.17,5,18,44.5,226.6,8.12,18.07,1507.03
0,42,5,78.4,255.1,8.52,22.23,1269.69,12,13,65.4,224.9,8.66,19.35,1346.02
0,45,13,61.4,219.9,8.34,18.75,1321.28,4,16,81.4,287.8,8.98,24.61,1561.41
0,26,6,57.8,267.2,8.78,21.67,1256.27,9,9,78.0,268.2,8.8,23.08,1447.27
1,25,13,80.2,262.2,8.48,22.83,1494.55,3,14,63.4,220.8,8.02,18.95,1352.61
0,28,17,50.1,238.4,8.24,19.23,1468.0,5,12,52.7,239.2,7.88,19.46,1417.23
1,30,10,70.4,235.9,8.36,20.42,1284.85,3,7,60.8,251.0,8.52,20.79,1309.22
1,35,11,82.0,271.9,8.58,23.59,1376.93,6,11,56.6,299.7,8.8,23.75,1483.09
1,72,16,72.6,287.8,8.94,24.03,1595.87,23,12,61.1,229.1,8.44,19.35,1337.03
0,40,9,68.7,234.3,8.26,20.2,1287.4,7,11,72.2,262.5,8.52,22.31,1413.71
1,47,17,63.4,253.4,8.44,21.12,1469.67,8,8,61.8,270.2,8.5,22.13,1349.8
0,24,11,49.2,219.4,8.22,17.91,1353.09,3,17,72.0,253.0,8.48,21.67,1547.63
0,38,16,74.6,254.0,8.76,21.91,1432.23,6,11,71.8,256.9,8.58,21.91,1400.08
0,26,14,79.2,253.4,8.68,22.17,1449.58,6,19,68.2,243.8,8.78,20.8,1463.21
0,59,6,78.0,281.2,8.56,23.95,1322.66,2,8,64.4,245.0,8.42,20.63,1280.98
0,60,7,49.8,273.3,8.44,21.54,1276.61,3,8,76.9,274.1,8.56,23.4,1345.94
0,60,3,54.0,240.1,8.0,19.61,1229.65,5,23,65.8,272.3,8.76,22.54,1685.99
1,62,12,78.8,253.3,8.68,22.14,1399.15,4,7,68.0,272.2,8.48,22.68,1303.63
0,22,13,75.8,255.7,8.66,22.1,1486.6,5,14,73.6,240.2,8.22,20.92,1441.35
1,26,15,64.1,261.7,8.86,21.72,1440.06,2,11,71.4,230.0,8.54,20.09,1310.05
0,21,6,65.7,247.9,8.42,20.91,1289.71,4,9,69.8,226.7,8.7,19.77,1318.43
1,26,16,69.0,244.4,8.54,20.89,1413.69,2,8,83.4,254.9,8.64,22.55,1355.52
1,28,14,83.8,286.0,9.1,24.65,1473.32,2,1,81.0,243.5,8.4,21.63,1152.98
0,35,15,65.6,254.2,8.58,21.32,1372.66,7,9,66.0,246.1,8.52,20.81,1393.45
0,32,12,58.4,270.5,8.36,21.93,1452.83,4,12,80.4,265.7,8.64,23.07,1497.46
0,21,11,74.4,264.7,8.52,22.61,1488.53,2,17,79.2,229.8,8.84,20.6,1474.44
0,24,8,49.0,235.3,8.04,18.95,1263.33,5,7,70.4,217.7,8.18,19.21,1259.67
1,44,12,68.0,238.6,8.32,20.44,1418.55,4,12,66.8,229.6,8.7,19.76,1362.37
1,26,17,60.7,258.7,8.58,21.29,1579.37,4,10,68.2,231.0,8.22,19.95,1377.88
1,28,13,65.6,208.3,8.58,18.26,1349.27,4,16,85.3,224.2,8.66,20.63,1482.47
0,28,11,62.5,244.8,8.54,20.49,1378.88,3,8,83.2,204.5,8.22,19.18,1287.56
1,18,12,76.0,263.5,8.6,22.63,1490.04,7,16,69.6,225.3,8.52,19.66,1435.0
0,55,14,56.6,197.9,8.1,16.97,1391.15,8,21,69.6,250.0,8.74,21.31,1618.65
1,136,19,69.8,227.1,8.26,19.79,1549.63,7,14,62.2,208.7,8.12,18.06,1431.48
1,24,21,72.0,256.4,8.56,21.89,1476.67,4,6,51.6,192.8,7.9,16.29,1197.33
0,27,14,68.3,215.2,8.46,18.9,1361.43,3,13,66.6,271.5,8.42,22.54,1493.43
1,40,8,69.4,250.8,8.44,21.35,1314.53,2,4,77.2,206.1,8.1,18.89,1188.96
1,23,8,55.2,239.3,8.48,19.63,1239.56,2,3,66.6,260.4,8.58,21.8,1202.11
1,337,12,63.6,287.0,8.58,23.37,1429.89,2,11,58.8,235.1,8.36,19.59,1302.12
0,19,9,70.3,236.6,8.52,20.46,1256.89,3,13,71.1,240.3,8.74,20.76,1462.66
1,50,11,49.2,281.8,8.3,22.07,1419.42,5,9,68.6,205.8,7.88,18.29,1214.8
0,43,13,54.4,259.1,8.34,20.9,1415.26,4,14,64.5,231.8,8.44,19.75,1355.69
0,27,7,58.3,249.3,8.1,20.51,1306.43,8,15,64.8,266.8,8.62,22.11,1466.21
0,47,16,68.0,241.0,8.68,20.6,1473.86,7,7,61.4,251.5,8.36,20.86,1246.71
1,53,10,66.1,218.2,8.44,18.95,1315.93,9,11,55.2,263.6,8.52,21.25,1410.6
0,28,7,45.6,237.6,7.72,18.88,1268.67,8,21,65.6,222.2,8.24,19.19,1646.19
1,48,17,49.4,218.6,8.34,17.87,1454.64,5,14,67.7,235.1,8.36,20.19,1365.28
0,41,10,67.2,213.6,8.52,18.72,1294.95,3,25,66.0,250.0,8.98,21.07,1670.86
0,24,9,72.3,290.3,8.62,24.17,1400.15,2,6,61.2,233.2,8.18,19.63,1246.39
0,21,7,66.6,227.2,8.34,19.59,1245.25,2,12,74.9,240.1,8.48,21.0,1383.51
1,46,14,72.4,216.1,8.44,19.23,1333.59,11,9,74.6,249.2,8.46,21.59,1308.29
1,40,7,81.9,291.4,8.62,24.89,1333.82,2,11,59.6,249.7,8.5,20.62,1370.37
0,249,9,80.0,248.7,8.46,21.91,1345.8,10,13,62.5,272.9,8.54,22.36,1431.58
1,58,17,60.8,204.3,8.18,17.67,1396.55,6,9,59.0,219.1,8.14,18.54,1281.01
1,19,14,51.2,244.1,8.2,19.69,1363.77,2,6,69.4,258.3,8.4,21.85,1308.25
0,21,10,73.6,210.2,7.6,18.92,1244.79,5,13,57.6,237.8,8.36,19.69,1461.22
1,22,21,75.1,240.1,8.72,21.01,1489.48,3,10,59.4,226.5,8.44,19.06,1358.0
0,395,8,61.6,196.4,8.02,17.2,1229.65,11,18,57.9,259.5,8.52,21.16,1462.81
0,209,12,48.8,257.8,8.28,20.44,1304.87,2,16,83.2,268.3,8.74,23.43,1503.81
0,23,6,68.0,216.3,8.46,18.95,1213.07,5,15,76.3,264.1,8.66,22.69,1428.93
1,79,10,59.6,254.5,8.46,20.94,1402.79,22,13,62.9,214.4,8.52,18.49,1345.89
1,74,11,66.8,242.1,8.4,20.59,1356.43,22,16,74.6,210.5,8.3,19.01,1387.47
1,38,14,74.1,256.8,8.64,22.06,1372.7,3,11,62.3,265.6,8.62,21.86,1395.01
1,46,6,64.4,228.3,8.18,19.51,1213.61,6,17,59.7,219.1,8.62,18.59,1448.45
0,80,12,63.6,203.0,8.02,17.77,1347.8,4,16,59.3,225.0,8.36,18.95,1450.55
1,26,10,59.4,233.9,8.22,19.55,1339.37,6,10,59.7,241.4,8.1,20.07,1285.33
1,21,10,68.4,249.8,8.58,21.21,1310.73,7,3,65.6,212.1,8.28,18.51,1102.67
1,26,18,74.2,235.7,8.74,20.66,1435.91,6,5,59.7,224.9,8.12,18.97,1185.47
0,27,8,61.3,250.1,8.62,20.76,1258.18,6,7,68.8,270.8,8.44,22.64,1254.89
0,29,7,55.8,243.1,8.3,19.93,1289.53,3,7,67.8,262.4,8.4,22.01,1287.62
0,21,12,69.6,227.1,8.32,19.78,1269.46,8,14,60.8,269.7,8.72,22.03,1470.97
1,48,12,61.6,220.2,8.44,18.79,1352.44,6,5,56.4,231.9,8.3,19.22,1208.77
1,206,16,71.5,235.9,8.32,20.49,1454.09,5,14,62.2,230.3,8.26,19.5,1423.93
1,22,27,64.8,226.8,8.3,19.44,1593.57,2,17,60.2,229.7,8.3,19.33,1408.01
0,130,15,56.4,253.1,8.28,20.63,1415.15,1,6,60.8,226.4,8.06,19.15,1159.73
1,26,11,75.6,257.4,8.42,22.2,1426.92,7,14,61.4,230.4,8.16,19.45,1358.24
1,30,9,65.4,265.8,8.32,22.08,1258.58,1,4,83.9,250.7,8.52,22.31,1234.17
0,18,4,63.2,229.1,8.34,19.49,1164.65,7,17,73.6,274.9,8.76,23.23,1477.99
0,164,8,26.0,248.7,7.66,18.31,1248.08,8,10,94.8,273.7,8.94,24.57,1474.7
1,28,13,75.0,241.9,8.28,21.13,1340.94,5,6,52.4,256.2,8.24,20.57,1214.57
1,38,15,56.6,252.8,8.64,20.63,1328.71,6,5,75.9,242.5,8.42,21.23,1242.4
1,32,13,80.5,237.6,8.78,21.21,1392.41,2,4,73.2,265.0,8.5,22.55,1250.87
0,47,14,54.3,241.6,8.18,19.73,1375.01,6,16,52.8,241.2,8.28,19.6,1485.59
0,37,6,58.4,242.1,8.34,20.03,1334.26,6,14,62.8,270.6,8.32,22.23,1467.57
1,13,24,85.0,213.6,8.58,19.91,1523.45,2,15,66.8,209.4,8.36,18.41,1440.9
0,36,7,48.6,231.4,8.06,18.67,1224.83,11,19,63.0,250.1,8.58,20.87,1444.45
1,33,12,72.1,286.4,8.6,23.9,1385.53,7,7,73.9,236.6,8.54,20.7,1242.19
1,29,12,80.8,250.4,8.6,22.08,1397.4,8,8,65.2,212.0,8.24,18.48,1203.29
0,21,6,72.4,268.4,8.7,22.72,1239.23,5,13,57.2,251.7,8.46,20.59,1322.2
0,256,5,51.0,250.1,8.1,20.07,1193.64,6,12,64.8,253.9,8.68,21.25,1392.25
0,46,18,76.4,259.4,8.68,22.39,1497.69,4,8,61.6,248.2,8.06,20.65,1302.85
0,145,12,66.3,230.8,8.7,19.81,1376.38,7,13,69.0,271.7,8.76,22.71,1431.52
0,20,13,66.8,235.0,8.5,20.12,1351.17,0,7,71.0,266.9,8.66,22.53,1336.59
0,33,9,74.4,259.1,8.5,22.23,1451.43,11,19,58.7,254.7,8.6,20.89,1433.56
1,78,14,45.8,257.7,8.56,20.23,1424.73,33,13,80.3,211.0,8.52,19.42,1350.99
1,19,12,80.4,268.0,8.86,23.23,1460.91,5,5,50.1,247.9,8.54,19.87,1244.83
1,30,13,64.0,273.6,8.72,22.51,1403.58,3,13,57.6,243.2,8.36,20.05,1327.97
0,20,5,70.0,230.9,8.38,20.06,1176.9,1,15,75.2,300.1,8.96,25.02,1397.44
0,61,10,53.8,215.2,7.98,17.93,1255.31,33,20,81.2,259.7,8.94,22.73,1573.36
0,27,8,64.2,225.2,8.4,19.29,1215.7,10,15,68.2,280.5,8.6,23.25,1478.63
1,24,10,60.4,261.8,8.52,21.48,1332.06,4,15,58.4,250.4,8.62,20.59,1487.33
1,45,10,74.8,298.7,8.92,24.9,1404.72,7,5,53.4,243.6,8.34,19.8,1163.71
0,46,8,61.4,262.9,8.58,21.62,1244.23,12,9,58.4,204.9,8.38,17.55,1341.47
1,73,18,53.6,246.4,8.5,20.0,1482.37,29,22,54.2,211.7,8.4,17.73,1522.04
1,29,9,76.4,245.1,8.6,21.43,1392.28,5,11,63.7,244.8,8.46,20.57,1314.77
1,27,11,70.8,256.6,8.68,21.83,1405.03,4,5,40.5,249.7,8.32,19.35,1179.81
0,15,11,63.0,248.5,8.46,20.77,1370.27,4,10,66.1,222.6,8.4,19.25,1387.96
0,24,8,69.8,248.0,8.64,21.19,1270.92,6,9,74.0,243.6,8.74,21.17,1314.27
1,644,3,67.6,259.3,8.52,21.79,1217.07,2,15,63.4,222.0,8.38,19.03,1388.23
0,21,7,63.7,294.1,8.64,23.85,1304.07,0,6,60.8,281.6,8.46,22.83,1254.92
1,27,13,59.2,260.2,8.54,21.29,1389.23,10,10,72.2,240.1,8.62,20.82,1266.54
0,47,11,43.8,268.1,8.6,20.79,1280.8,6,9,86.3,259.2,8.9,23.03,1380.25
1,25,21,66.5,213.9,8.66,18.69,1580.63,6,16,57.2,244.3,8.26,20.1,1529.25
0,16,10,68.9,241.2,8.4,20.67,1448.01,2,19,73.0,228.2,8.56,20.08,1430.19
1,24,19,57.0,230.3,8.54,19.15,1445.15,7,10,74.8,256.0,8.52,22.05,1351.65
1,168,13,75.7,285.1,8.82,24.05,1412.07,5,9,77.8,240.7,8.7,21.23,1365.61
1,21,18,84.8,284.2,9.06,24.6,1571.44,4,13,52.1,196.7,8.22,16.59,1279.36
1,354,13,54.6,259.1,8.58,20.91,1503.92,19,12,57.1,211.6,8.1,17.91,1264.03
0,227,10,46.8,279.9,8.26,21.78,1338.39,13,16,71.4,225.0,8.52,19.76,1491.26
0,32,6,62.6,236.9,8.32,19.97,1294.61,11,17,70.6,275.6,8.66,23.08,1477.54
0,24,7,82.2,265.7,8.82,23.19,1283.9,6,15,84.9,269.3,9.0,23.61,1476.91
0,23,7,79.5,204.6,8.4,18.94,1204.99,3,14,41.6,267.9,8.5,20.63,1349.13
1,24,19,76.0,278.8,9.1,23.65,1538.95,4,9,58.8,229.7,8.2,19.23,1257.33
0,186,4,59.6,293.5,8.4,23.54,1227.67,7,12,79.6,246.1,8.8,21.71,1363.86
1,25,18,53.6,263.6,8.62,21.15,1548.45,2,10,67.4,220.3,8.22,19.18,1313.85
0,24,10,63.5,261.2,8.4,21.65,1347.25,4,17,67.0,274.4,8.92,22.76,1538.51
1,29,14,68.4,286.8,8.66,23.68,1540.76,5,7,78.1,236.1,8.54,20.95,1300.52
1,27,6,63.3,262.3,8.44,21.71,1295.15,4,9,46.6,282.3,8.58,21.93,1378.41
1,44,18,61.7,236.1,8.4,19.85,1523.79,2,9,66.1,222.1,7.92,19.21,1285.82
0,173,7,44.8,278.8,8.18,21.57,1378.95,11,17,60.0,282.9,8.66,22.86,1461.63
1,24,11,69.5,221.8,8.3,19.42,1341.29,3,16,52.5,250.6,8.36,20.21,1465.11
0,27,21,48.8,207.6,8.4,17.09,1511.59,3,15,63.1,265.7,8.46,21.92,1362.91
1,32,12,63.3,217.6,8.54,18.73,1329.75,1,4,51.2,200.2,8.16,16.76,1117.13
0,46,7,76.0,230.7,8.42,20.45,1248.23,7,14,61.2,256.8,8.76,21.2,1379.0
1,24,12,67.6,236.9,8.38,20.3,1360.57,6,13,84.2,249.6,8.64,22.25,1368.01
1,28,13,63.8,239.9,8.3,20.25,1363.43,2,10,40.6,219.0,8.2,17.31,1261.96
1,30,10,60.3,269.5,8.54,21.99,1336.75,6,18,66.5,263.9,8.58,22.03,1491.38
1,26,7,80.2,270.9,8.82,23.41,1282.99,7,4,74.5,283.1,8.76,23.84,1289.24
1,26,7,62.6,260.7,8.4,21.55,1301.77,3,11,64.4,238.5,8.28,20.19,1319.97
0,307,7,56.4,179.3,8.04,15.71,1206.52,7,21,68.5,238.4,8.76,20.46,1484.43
1,149,19,80.3,283.3,9.02,24.24,1597.91,6,5,74.6,211.1,8.04,19.05,1182.85
0,50,16,53.2,240.2,8.52,19.56,1415.75,9,8,61.4,233.1,8.2,19.63,1254.43
1,26,13,81.0,269.0,8.92,23.33,1504.45,1,7,61.8,220.8,8.44,18.84,1223.03
1,29,9,74.0,260.4,8.66,22.29,1327.83,9,11,72.1,268.5,8.72,22.71,1371.95
0,25,15,48.4,197.0,7.98,16.36,1303.05,5,24,73.0,197.7,8.46,18.05,1591.07
0,26,9,43.0,239.1,8.14,18.81,1222.96,6,16,78.8,245.3,8.96,21.61,1421.74
0,27,4,69.1,245.6,8.36,20.98,1169.23,7,11,59.1,254.1,8.66,20.88,1308.09
1,24,10,62.4,255.1,8.4,21.17,1443.06,4,11,56.6,197.6,7.84,16.95,1249.77
1,23,14,66.1,247.3,8.9,20.89,1388.73,5,7,69.2,221.2,8.64,19.36,1201.0
1,427,10,71.2,274.4,8.64,23.04,1378.39,6,10,55.2,260.9,8.54,21.07,1258.07
1,24,17,65.9,256.7,8.6,21.51,1488.27,7,17,58.8,240.8,8.44,19.97,1426.45
0,26,10,55.4,199.7,8.1,17.01,1369.6,2,11,61.6,220.6,8.22,18.81,1384.13
1,25,10,72.8,274.5,8.9,23.15,1381.21,5,0,63.3,246.1,8.36,20.63,1127.15
0,27,9,64.2,266.6,8.5,22.05,1324.82,4,11,73.0,242.7,8.72,21.05,1389.63
1,25,14,71.4,294.2,8.82,24.37,1629.07,5,6,68.8,246.3,8.3,21.01,1279.69
1,22,8,66.4,227.0,8.38,19.56,1230.89,7,5,71.6,253.9,8.36,21.7,1211.69
1,23,12,72.3,234.9,8.5,20.48,1363.57,2,12,55.4,250.6,8.32,20.4,1330.75
1,35,11,66.2,242.8,8.52,20.6,1397.31,8,13,67.6,226.7,8.42,19.62,1339.24
0,19,11,74.6,287.7,8.6,24.15,1481.89,3,7,69.6,252.8,8.38,21.49,1342.45
1,23,12,45.5,268.8,8.36,20.95,1397.73,5,12,66.8,242.5,8.48,20.62,1431.5
0,169,4,75.8,231.5,8.42,20.49,1264.47,1,14,65.6,268.0,8.62,22.24,1412.43
1,35,13,67.8,274.1,8.38,22.79,1415.02,2,6,66.4,245.6,8.32,20.8,1243.72
1,24,12,57.2,277.7,8.46,22.33,1450.97,5,12,61.0,251.7,8.48,20.85,1465.94
1,26,9,62.8,232.6,8.42,19.69,1282.83,2,14,76.8,234.3,8.76,20.74,1467.81
0,25,11,64.0,269.9,8.6,22.26,1376.45,7,12,69.2,209.9,8.36,18.61,1341.44
1,26,20,73.2,276.3,8.86,23.3,1534.37,6,5,63.2,222.9,8.28,19.07,1201.19
1,23,10,62.0,259.7,8.42,21.45,1337.71,5,9,59.2,242.4,8.36,20.11,1329.19
1,60,12,53.6,224.9,8.42,18.57,1375.46,7,14,62.0,260.9,8.62,21.53,1508.53
0,13,5,63.8,267.9,8.36,22.11,1240.01,0,8,77.8,287.0,8.78,24.32,1397.17
